oid,pelanggan,resto,menu,harga,prioritas,t_masuk_detik,t_selesai_detik,status
O-000291,Jane Pradipta,kafe-teknik,air-mineral,4000,1,65277,66557,DONE
O-000292,Ganep Permadi,kafe-teknik,es-campur,12000,3,57633,59278,DONE
O-000293,Latika Latupono,kantin-asrama,kentang-goreng,14000,2,51848,52043,DONE
O-000294,Purwanto Rahmawati,kafe-teknik,sate-ayam,24000,2,39966,40596,DONE
O-000295,Puput Situmorang,kantin-asrama,es-teh,5000,2,61476,63261,DONE
O-000296,Drs. Gamani Lestari,kafe-teknik,bubur-ayam,11000,1,55519,56974,DONE
O-000297,Zulaikha Suartini,kafe-teknik,ayam-bakar,22000,1,63711,66076,DONE
O-000298,Aurora Nababan,warung-bu-ida,nasi-padang,25000,2,65675,67910,DONE
O-000299,"Lala Manullang, M.Pd",kedai-kopi,es-campur,12000,2,46676,,CANCEL
O-000300,"Lamar Agustina, S.Pt",kafe-teknik,soto-ayam,14000,3,23102,,CANCEL
O-000301,"Drs. Hendri Oktaviani, S.E.I",kedai-kopi,kopi-susu,18000,2,50124,51984,DONE
O-000302,"Puti Sari Hasanah, M.Kom.",kantin-pusat,nasi-campur,20000,3,62233,63923,DONE
O-000303,Hj. Zaenab Mustofa,bakso-pak-yon,nasi-goreng,15000,2,33442,,ANTRE
O-000304,Mila Budiyanto,kafe-teknik,iga-penyet,27000,2,73287,74657,DONE
O-000305,Umi Manullang,kantin-pusat,roti-bakar,12000,2,37031,39111,DONE
O-000306,"Dt. Martaka Prabowo, S.Kom",warung-bu-ida,es-teh,5000,2,63281,65376,DONE
O-000307,Ira Nashiruddin,warung-bu-ida,soto-ayam,14000,2,26418,27458,DONE
O-000308,dr. Yono Manullang,kafe-teknik,gado-gado,15000,2,41197,43162,DONE
O-000309,Abyasa Astuti,bakso-pak-yon,mie-ayam,13000,2,40166,,ANTRE
O-000310,"Vicky Prasetyo, S.Pd",kantin-asrama,es-teh,5000,3,72579,73504,DONE
O-000311,"Cut Belinda Halimah, M.TI.",kantin-asrama,kopi-susu,18000,2,48983,50083,DONE
O-000312,Puput Hariyah,warung-bu-ida,burger-kampus,21000,3,61953,63303,DONE
O-000313,Tgk. Salsabila Puspita,kantin-pusat,ayam-geprek,19000,2,26257,26732,DONE
O-000314,Karimah Astuti,bakso-pak-yon,bakso,16000,1,27709,27994,DONE
O-000315,Ir. Hamima Wibisono,kantin-asrama,kentang-goreng,14000,2,68806,70851,DONE
O-000316,"drg. Kani Mayasari, M.Kom.",kantin-pusat,es-campur,12000,1,71383,71728,DONE
O-000317,Martaka Usada,warung-bu-ida,mie-goreng,13000,2,66727,,ANTRE
O-000318,Wardi Halimah,kafe-teknik,gorengan,6000,2,45413,46483,DONE
O-000319,Salsabila Handayani,warung-bu-ida,es-campur,12000,2,32965,34855,DONE
O-000320,Patricia Andriani,bakso-pak-yon,burger-kampus,21000,3,31882,34122,DONE
O-000321,Ira Melani,warung-bu-ida,pecel-lele,18000,2,60623,,ANTRE
O-000322,Genta Manullang,kedai-kopi,ayam-geprek,19000,2,40840,41475,DONE
O-000323,"R. Jessica Puspasari, S.Kom",kantin-asrama,nasi-goreng,15000,2,60980,63095,DONE
O-000324,Xanana Purnawati,kedai-kopi,roti-bakar,12000,2,44948,45488,DONE
O-000325,R. Pardi Samosir,kantin-asrama,burger-kampus,21000,1,45061,45921,DONE
O-000326,"Galur Simanjuntak, S.T.",warung-bu-ida,ayam-bakar,22000,2,48151,49446,DONE
O-000327,"H. Uda Agustina, M.Pd",bakso-pak-yon,juice-alpukat,17000,2,46726,48236,DONE
O-000328,"Tgk. Salsabila Zulaika, S.T.",kedai-kopi,es-teh,5000,3,56936,57666,DONE
O-000329,Ulva Suryatmi,kedai-kopi,es-teh,5000,2,44296,45536,DONE
O-000330,Salsabila Manullang,kafe-teknik,pecel-lele,18000,1,60993,62853,DONE
O-000331,"Vanesa Nurdiyanti, S.E.I",kantin-pusat,bubur-ayam,11000,2,72668,73413,DONE
O-000332,"Wardi Andriani, S.H.",kantin-asrama,nasi-padang,25000,2,45922,47822,DONE
O-000333,Arta Nugroho,warung-bu-ida,es-campur,12000,1,59208,60173,DONE
O-000334,Nrima Maheswara,warung-bu-ida,iga-penyet,27000,1,64976,,CANCEL
O-000335,"Omar Hutapea, S.Psi",warung-bu-ida,iga-penyet,27000,2,55544,56304,DONE
O-000336,Erik Hassanah,kantin-pusat,mie-goreng,13000,2,67118,69163,DONE
O-000337,Hj. Tira Pudjiastuti,kantin-pusat,burger-kampus,21000,3,45332,46632,DONE
O-000338,"Tgk. Kalim Firmansyah, M.Pd",kedai-kopi,mie-ayam,13000,2,74288,,CANCEL
O-000339,H. Cager Ardianto,kantin-asrama,soto-ayam,14000,2,61408,62868,DONE
O-000340,"Fathonah Saragih, M.M.",bakso-pak-yon,teh-tarik,9000,2,78732,78967,DONE
O-000341,Ajimat Marbun,kantin-asrama,es-campur,12000,1,49676,,CANCEL
O-000342,Bahuwarna Pradana,kantin-asrama,sate-ayam,24000,2,48006,49491,DONE
O-000343,"H. Maman Santoso, S.Farm",kantin-asrama,ayam-bakar,22000,3,63167,64867,DONE
O-000344,Cinta Wastuti,kantin-pusat,es-campur,12000,3,47632,48862,DONE
O-000345,Kani Uwais,kafe-teknik,nasi-campur,20000,3,74388,,CANCEL
O-000346,Raina Mahendra,kantin-asrama,burger-kampus,21000,2,71691,73121,DONE
O-000347,Puti Devi Sirait,warung-bu-ida,sate-ayam,24000,3,42679,43859,DONE
O-000348,Zahra Suryatmi,kafe-teknik,gado-gado,15000,2,47613,48458,DONE
O-000349,Mala Gunawan,kantin-asrama,juice-alpukat,17000,1,24874,25084,DONE
O-000350,Langgeng Lestari,kedai-kopi,soto-ayam,14000,2,71310,72010,DONE
O-000351,Ghani Haryanti,warung-bu-ida,ayam-geprek,19000,2,58186,59561,DONE
O-000352,Rangga Puspasari,kantin-asrama,nasi-campur,20000,3,41031,41491,DONE
O-000353,"Malika Novitasari, M.Ak",kafe-teknik,soto-ayam,14000,2,64703,,ANTRE
O-000354,dr. Prabu Winarsih,bakso-pak-yon,gorengan,6000,2,79145,80125,DONE
O-000355,Tedi Usamah,kedai-kopi,ayam-geprek,19000,2,63143,64793,DONE
O-000356,"Banawi Hassanah, S.IP",warung-bu-ida,nasi-padang,25000,2,46228,48383,DONE
O-000357,Icha Suartini,kafe-teknik,kopi-susu,18000,3,73600,74350,DONE
O-000358,Tgk. Dariati Permata,kafe-teknik,juice-alpukat,17000,2,48618,50023,DONE
O-000359,"Icha Prakasa, S.Gz",kantin-asrama,nasi-padang,25000,3,39823,40573,DONE
O-000360,Olga Kusmawati,kantin-pusat,juice-alpukat,17000,3,33709,36004,DONE
O-000361,Rafid Marbun,kafe-teknik,nasi-goreng,15000,3,49044,51244,DONE
O-000362,"Lala Manullang, M.Pd",warung-bu-ida,roti-bakar,12000,3,60501,62721,DONE
O-000363,"Balangga Megantara, M.Farm",kafe-teknik,kopi-susu,18000,3,26945,28100,DONE
O-000364,Karimah Nurdiyanti,kantin-pusat,sate-ayam,24000,3,23832,25782,DONE
O-000365,Prabowo Sihombing,kantin-pusat,kentang-goreng,14000,3,41938,43058,DONE
O-000366,drg. Dono Hakim,warung-bu-ida,teh-tarik,9000,2,67553,68738,DONE
O-000367,KH. Cahyono Hastuti,kantin-pusat,nasi-campur,20000,1,71229,71859,DONE
O-000368,Daryani Mardhiyah,warung-bu-ida,kentang-goreng,14000,3,48432,,ANTRE
O-000369,Rahmi Ramadan,kantin-asrama,kopi-susu,18000,2,44899,45314,DONE
O-000370,Raihan Suryono,warung-bu-ida,es-teh,5000,3,77143,78478,DONE
O-000371,Cut Faizah Salahudin,bakso-pak-yon,ayam-geprek,19000,2,66576,68716,DONE
O-000372,Bambang Putra,kafe-teknik,juice-alpukat,17000,2,58961,59261,DONE
O-000373,Sutan Lurhur Suryatmi,kafe-teknik,ayam-geprek,19000,2,40145,41830,DONE
O-000374,"dr. Nova Mandala, S.IP",kantin-asrama,gado-gado,15000,3,64623,66828,DONE
O-000375,Dalima Wacana,kedai-kopi,es-teh,5000,2,63073,63578,DONE
O-000376,Maimunah Rajasa,warung-bu-ida,bakso,16000,2,66301,68616,DONE
O-000377,Cemeti Lailasari,warung-bu-ida,juice-alpukat,17000,3,45333,47048,DONE
O-000378,Dian Nurdiyanti,kafe-teknik,burger-kampus,21000,2,71370,72035,DONE
O-000379,Bahuraksa Haryanto,bakso-pak-yon,pecel-lele,18000,2,22343,,ANTRE
O-000380,Hilda Setiawan,bakso-pak-yon,es-campur,12000,2,48705,49425,DONE
O-000381,Lulut Pratiwi,kedai-kopi,nasi-campur,20000,2,35784,35979,DONE
O-000382,"Tina Permata, S.Pd",kantin-asrama,iga-penyet,27000,2,23460,,CANCEL
O-000383,"Mila Safitri, M.Farm",warung-bu-ida,burger-kampus,21000,2,68955,69425,DONE
O-000384,Gaiman Saputra,bakso-pak-yon,pecel-lele,18000,2,64225,65615,DONE
O-000385,Hesti Nasyidah,kantin-pusat,air-mineral,4000,2,68912,69157,DONE
O-000386,dr. Janet Novitasari,kafe-teknik,pecel-lele,18000,2,42166,43541,DONE
O-000387,Suci Pranowo,bakso-pak-yon,juice-alpukat,17000,2,47686,48441,DONE
O-000388,Uli Tamba,bakso-pak-yon,es-teh,5000,2,41556,42476,DONE
O-000389,Hj. Lalita Purwanti,kafe-teknik,soto-ayam,14000,2,44114,,CANCEL
O-000390,Anastasia Handayani,warung-bu-ida,roti-bakar,12000,2,73230,74420,DONE
O-000391,"Dt. Mitra Kusumo, M.M.",kedai-kopi,nasi-padang,25000,1,67077,,CANCEL
O-000392,Harsaya Maryadi,kantin-asrama,pecel-lele,18000,3,62638,64118,DONE
O-000393,Jail Nurdiyanti,kedai-kopi,nasi-goreng,15000,2,42182,43887,DONE
O-000394,Novi Irawan,kantin-pusat,bubur-ayam,11000,3,23008,24063,DONE
O-000395,Malik Palastri,kedai-kopi,ayam-bakar,22000,2,28067,29212,DONE
O-000396,"Cakrawangsa Haryanti, S.Farm",kedai-kopi,juice-alpukat,17000,2,76871,78356,DONE
O-000397,Okta Napitupulu,bakso-pak-yon,mie-goreng,13000,2,63148,65208,DONE
O-000398,"H. Mariadi Marpaung, S.Kom",warung-bu-ida,air-mineral,4000,3,44336,45001,DONE
O-000399,Gading Suwarno,bakso-pak-yon,mie-goreng,13000,2,45806,46446,DONE
O-000400,Gabriella Mangunsong,warung-bu-ida,nasi-padang,25000,2,47120,47555,DONE
O-000401,Lintang Sihombing,bakso-pak-yon,teh-tarik,9000,3,49968,51318,DONE
O-000402,Amalia Siregar,kantin-pusat,iga-penyet,27000,3,75188,,CANCEL
O-000403,Irma Laksmiwati,kantin-asrama,kopi-susu,18000,3,41153,41568,DONE
O-000404,R. Hardi Astuti,warung-bu-ida,bakso,16000,2,47405,48055,DONE
O-000405,"Cut Zamira Marbun, S.E.I",warung-bu-ida,teh-tarik,9000,2,71691,73341,DONE
O-000406,Artawan Padmasari,kantin-asrama,roti-bakar,12000,3,47856,48086,DONE
O-000407,Puspa Utama,kedai-kopi,kopi-susu,18000,2,42885,,CANCEL
O-000408,Ira Saragih,bakso-pak-yon,sate-ayam,24000,2,42665,,ANTRE
O-000409,"Suci Prastuti, S.H.",warung-bu-ida,nasi-campur,20000,3,57428,57893,DONE
O-000410,"Chandra Dongoran, S.Pd",kantin-pusat,mie-ayam,13000,2,61861,62256,DONE
O-000411,Ir. Karen Utami,kafe-teknik,soto-ayam,14000,2,42641,44346,DONE
O-000412,Tgk. Suci Santoso,kedai-kopi,teh-tarik,9000,2,46593,48003,DONE
O-000413,Ida Permata,kantin-asrama,sate-ayam,24000,3,62353,63228,DONE
O-000414,R. Akarsana Narpati,kafe-teknik,mie-goreng,13000,3,44170,45930,DONE
O-000415,"R.A. Puput Rajasa, S.Ked",kafe-teknik,sate-ayam,24000,2,58069,59809,DONE
O-000416,Nadia Prasetyo,kedai-kopi,nasi-campur,20000,2,71428,71723,DONE
O-000417,Talia Andriani,kafe-teknik,pecel-lele,18000,2,48582,50032,DONE
O-000418,Harsanto Rajasa,kantin-asrama,bubur-ayam,11000,3,45474,46429,DONE
O-000419,Tgk. Dacin Najmudin,kafe-teknik,sate-ayam,24000,2,79092,80032,DONE
O-000420,Ajimat Puspasari,kantin-asrama,roti-bakar,12000,3,51166,52461,DONE
O-000421,drg. Wahyu Usada,kantin-pusat,ayam-geprek,19000,2,41415,,CANCEL
O-000422,Lintang Gunawan,bakso-pak-yon,air-mineral,4000,2,57764,60044,DONE
O-000423,"drg. Tania Mandala, S.Kom",kedai-kopi,ayam-geprek,19000,2,31394,,CANCEL
O-000424,"T. Cemani Prasetya, M.Kom.",kedai-kopi,mie-goreng,13000,3,24359,,CANCEL
O-000425,"Eva Aryani, S.T.",bakso-pak-yon,kopi-susu,18000,1,52280,,CANCEL
O-000426,Lukita Sitorus,kantin-asrama,pecel-lele,18000,2,69310,70355,DONE
O-000427,Tgk. Qori Jailani,kafe-teknik,mie-ayam,13000,2,60682,62637,DONE
O-000428,Cemeti Laksita,warung-bu-ida,es-campur,12000,1,40015,40850,DONE
O-000429,Febi Putra,kafe-teknik,mie-goreng,13000,2,40316,40996,DONE
O-000430,Akarsana Suryono,kantin-asrama,nasi-padang,25000,2,33086,34656,DONE
O-000431,Eluh Wijayanti,kedai-kopi,ayam-geprek,19000,3,41246,,ANTRE
O-000432,Gabriella Wahyudin,kafe-teknik,gorengan,6000,3,65486,65951,DONE
O-000433,drg. Kiandra Lazuardi,kantin-pusat,soto-ayam,14000,1,48008,49123,DONE
O-000434,Prabowo Wasita,bakso-pak-yon,air-mineral,4000,2,49608,51898,DONE
O-000435,"Halima Sitompul, M.Pd",kantin-pusat,nasi-campur,20000,1,47901,49316,DONE
O-000436,Yani Kusumo,kafe-teknik,gorengan,6000,1,23237,23757,DONE
O-000437,Nrima Saragih,kedai-kopi,burger-kampus,21000,3,46652,48857,DONE
O-000438,Rahmi Saragih,kafe-teknik,sate-ayam,24000,3,25468,27643,DONE
O-000439,Capa Mahendra,warung-bu-ida,pecel-lele,18000,2,71793,72063,DONE
O-000440,Kani Uwais,kantin-asrama,bakso,16000,1,40705,41175,DONE
O-000441,Rahmi Najmudin,kantin-pusat,kopi-susu,18000,3,64294,65489,DONE
O-000442,Ophelia Rahimah,kedai-kopi,soto-ayam,14000,3,31866,33821,DONE
O-000443,Gaiman Saputra,warung-bu-ida,roti-bakar,12000,3,32483,,CANCEL
O-000444,Prayitna Wijayanti,kantin-asrama,es-campur,12000,2,65034,,ANTRE
O-000445,Ir. Marwata Yuliarti,warung-bu-ida,es-teh,5000,2,40383,41203,DONE
O-000446,Hj. Unjani Marpaung,warung-bu-ida,gorengan,6000,2,35885,37855,DONE
O-000447,"Drs. Dinda Palastri, S.Psi",bakso-pak-yon,nasi-goreng,15000,3,70250,70740,DONE
O-000448,"Ella Marpaung, S.I.Kom",warung-bu-ida,ayam-bakar,22000,3,53235,53945,DONE
O-000449,"Harjasa Fujiati, S.Psi",kedai-kopi,gado-gado,15000,1,65201,,CANCEL
O-000450,Humaira Suwarno,warung-bu-ida,burger-kampus,21000,2,64537,65072,DONE
O-000451,"Tgk. Puji Farida, S.I.Kom",kafe-teknik,air-mineral,4000,3,34810,,ANTRE
O-000452,Mursita Wasita,kafe-teknik,kopi-susu,18000,2,33402,34212,DONE
O-000453,"Queen Pradipta, S.H.",kafe-teknik,sate-ayam,24000,3,63705,63920,DONE
O-000454,"Puti Sari Hasanah, M.Kom.",kantin-asrama,ayam-geprek,19000,3,48827,,ANTRE
O-000455,Harjaya Yuniar,kafe-teknik,ayam-bakar,22000,1,37409,,CANCEL
O-000456,"KH. Tedi Mandala, S.E.",kantin-pusat,ayam-geprek,19000,3,41535,,CANCEL
O-000457,Daryani Hutasoit,warung-bu-ida,iga-penyet,27000,1,41894,43694,DONE
O-000458,Rafid Narpati,kedai-kopi,kentang-goreng,14000,3,46307,46952,DONE
O-000459,Calista Widiastuti,bakso-pak-yon,roti-bakar,12000,2,24628,,CANCEL
O-000460,Banawa Widodo,bakso-pak-yon,ayam-bakar,22000,3,55048,56118,DONE
O-000461,"Baktianto Uwais, S.I.Kom",kantin-asrama,juice-alpukat,17000,3,60619,62049,DONE
O-000462,Kasiran Gunawan,warung-bu-ida,juice-alpukat,17000,2,71328,72068,DONE
O-000463,"KH. Edward Maheswara, S.Sos",kantin-pusat,mie-goreng,13000,2,49812,52172,DONE
O-000464,"Tgk. Virman Mahendra, M.M.",kantin-asrama,sate-ayam,24000,3,25908,27483,DONE
O-000465,Tgk. Rahmi Permata,warung-bu-ida,es-campur,12000,3,39508,41858,DONE
O-000466,"Kacung Situmorang, S.E.",kafe-teknik,mie-goreng,13000,2,30180,31240,DONE
O-000467,Galih Suryatmi,kedai-kopi,burger-kampus,21000,2,30878,33198,DONE
O-000468,Nrima Puspasari,warung-bu-ida,air-mineral,4000,2,32121,33321,DONE
O-000469,"Hj. Nadine Hutagalung, S.E.I",warung-bu-ida,nasi-goreng,15000,2,47139,48049,DONE
O-000470,Karja Widodo,kafe-teknik,mie-goreng,13000,2,47039,48074,DONE
O-000471,Intan Widiastuti,kantin-pusat,ayam-bakar,22000,1,37970,,ANTRE
O-000472,"Paiman Uyainah, S.Pd",kedai-kopi,roti-bakar,12000,3,28845,29600,DONE
O-000473,Tira Mansur,kafe-teknik,kentang-goreng,14000,2,71772,72832,DONE
O-000474,dr. Prabu Winarsih,kedai-kopi,roti-bakar,12000,2,29012,30417,DONE
O-000475,"Kajen Mansur, S.IP",kantin-pusat,kopi-susu,18000,2,70738,71643,DONE
O-000476,Carla Padmasari,kafe-teknik,mie-ayam,13000,1,54417,,CANCEL
O-000477,Dt. Dwi Uyainah,bakso-pak-yon,mie-goreng,13000,2,72041,,CANCEL
O-000478,"Maya Simanjuntak, S.I.Kom",kantin-asrama,juice-alpukat,17000,2,61814,63429,DONE
O-000479,Tami Waskita,kantin-pusat,ayam-geprek,19000,2,56856,58006,DONE
O-000480,Arta Nugroho,kedai-kopi,juice-alpukat,17000,2,56620,57710,DONE
O-000481,"Rafi Sirait, M.Kom.",kedai-kopi,kentang-goreng,14000,2,49148,50928,DONE
O-000482,Ayu Pudjiastuti,kedai-kopi,iga-penyet,27000,3,41690,43720,DONE
O-000483,Ajeng Anggriawan,bakso-pak-yon,mie-ayam,13000,1,66434,67439,DONE
O-000484,Bala Budiman,warung-bu-ida,air-mineral,4000,2,30605,30880,DONE
O-000485,"R.A. Putri Padmasari, S.Sos",kantin-pusat,mie-goreng,13000,2,42072,43392,DONE
O-000486,Lanang Hakim,warung-bu-ida,nasi-padang,25000,2,49301,50181,DONE
O-000487,dr. Yono Manullang,warung-bu-ida,burger-kampus,21000,3,41286,42941,DONE
O-000488,Kasiyah Hakim,bakso-pak-yon,burger-kampus,21000,1,24681,,ANTRE
O-000489,Yuni Uyainah,kantin-asrama,ayam-geprek,19000,3,24099,25934,DONE
O-000490,Diah Budiyanto,kafe-teknik,iga-penyet,27000,2,60591,61376,DONE
O-000491,Gamblang Nuraini,kantin-asrama,nasi-campur,20000,3,42064,,CANCEL
O-000492,Wira Laksita,kafe-teknik,ayam-geprek,19000,2,71966,,ANTRE
O-000493,Bakiadi Kuswoyo,kedai-kopi,air-mineral,4000,2,46616,,CANCEL
O-000494,"Dina Puspasari, S.Psi",bakso-pak-yon,ayam-geprek,19000,2,23968,24988,DONE
O-000495,"Sutan Darijan Narpati, S.Pt",kantin-asrama,bakso,16000,2,49977,51627,DONE
O-000496,"R. Jatmiko Puspasari, S.T.",kafe-teknik,nasi-campur,20000,2,46102,47692,DONE
O-000497,"dr. Kalim Wijayanti, S.Gz",warung-bu-ida,iga-penyet,27000,3,48517,,ANTRE
O-000498,"Nrima Manullang, M.Ak",kafe-teknik,sate-ayam,24000,3,45545,45830,DONE
O-000499,Galih Kurniawan,kafe-teknik,juice-alpukat,17000,3,51005,51725,DONE
O-000500,Malik Palastri,kantin-asrama,kentang-goreng,14000,2,51632,52072,DONE
O-000501,"Jayeng Hutagalung, S.Gz",kantin-asrama,sate-ayam,24000,2,22352,22962,DONE
O-000502,Najwa Safitri,kafe-teknik,gado-gado,15000,3,48268,49308,DONE
O-000503,"Malika Novitasari, M.Ak",warung-bu-ida,burger-kampus,21000,3,63443,,ANTRE
O-000504,Nalar Maryadi,kafe-teknik,bubur-ayam,11000,2,48006,48686,DONE
O-000505,Ade Suryatmi,warung-bu-ida,ayam-bakar,22000,2,53916,54226,DONE
O-000506,Oman Fujiati,kedai-kopi,gorengan,6000,2,39785,,ANTRE
O-000507,"Prasetyo Pradipta, S.E.I",kantin-pusat,nasi-campur,20000,2,63512,64742,DONE
O-000508,"Ir. Ina Gunawan, S.H.",bakso-pak-yon,juice-alpukat,17000,3,62800,63695,DONE
O-000509,"Tina Tarihoran, M.Pd",kantin-asrama,teh-tarik,9000,2,71269,,ANTRE
O-000510,Sabar Wulandari,bakso-pak-yon,bubur-ayam,11000,2,48947,49992,DONE
O-000511,"drg. Vivi Lazuardi, S.Kom",kantin-asrama,air-mineral,4000,2,44202,45892,DONE
O-000512,Najwa Kurniawan,kedai-kopi,es-campur,12000,1,34199,36254,DONE
O-000513,"Hj. Zalindra Santoso, S.Sos",bakso-pak-yon,teh-tarik,9000,2,66627,68272,DONE
O-000514,Hilda Setiawan,kedai-kopi,kopi-susu,18000,3,66358,,ANTRE
O-000515,"Sutan Caraka Pudjiastuti, M.Ak",kantin-asrama,gorengan,6000,3,43546,,ANTRE
O-000516,"Lili Januar, S.H.",bakso-pak-yon,ayam-bakar,22000,3,67830,69035,DONE
O-000517,Mala Mayasari,bakso-pak-yon,air-mineral,4000,3,26695,28060,DONE
O-000518,Vanesa Wahyuni,bakso-pak-yon,mie-goreng,13000,2,47977,48532,DONE
O-000519,"dr. Cager Kuswandari, M.M.",bakso-pak-yon,teh-tarik,9000,2,40967,41222,DONE
O-000520,"Patricia Hastuti, M.Pd",bakso-pak-yon,bubur-ayam,11000,2,41313,41523,DONE
O-000521,"Ir. Timbul Lestari, S.Pd",warung-bu-ida,juice-alpukat,17000,3,51105,52115,DONE
O-000522,Aurora Suartini,kafe-teknik,mie-ayam,13000,3,50866,,CANCEL
O-000523,Yuliana Wacana,kedai-kopi,gorengan,6000,3,21802,22102,DONE
O-000524,Lanang Pradana,kantin-pusat,kopi-susu,18000,3,48303,48528,DONE
O-000525,Syahrini Melani,kafe-teknik,ayam-bakar,22000,2,47025,,ANTRE
O-000526,"Dr. Darijan Kusumo, M.Ak",kantin-pusat,juice-alpukat,17000,2,41181,42181,DONE
O-000527,Najam Kusumo,kedai-kopi,kopi-susu,18000,2,49896,50291,DONE
O-000528,Hj. Tira Pudjiastuti,kantin-asrama,kopi-susu,18000,2,26822,27857,DONE
O-000529,Hana Winarno,kedai-kopi,es-teh,5000,3,40243,41498,DONE
O-000530,Oman Saptono,bakso-pak-yon,es-campur,12000,3,23593,24578,DONE
O-000531,Hj. Calista Ardianto,bakso-pak-yon,sate-ayam,24000,3,76368,77733,DONE
O-000532,Puti Puji Mulyani,kantin-pusat,teh-tarik,9000,2,45756,,ANTRE
O-000533,Abyasa Hartati,kedai-kopi,ayam-bakar,22000,3,48716,,ANTRE
O-000534,Wardaya Pratama,kantin-asrama,juice-alpukat,17000,2,77239,78744,DONE
O-000535,Ivan Hasanah,kantin-asrama,burger-kampus,21000,2,64931,66301,DONE
O-000536,Jaka Winarno,kantin-pusat,gorengan,6000,3,59998,60413,DONE
O-000537,Yuliana Tamba,warung-bu-ida,juice-alpukat,17000,3,49449,51694,DONE
O-000538,"Dr. Umay Putra, M.TI.",warung-bu-ida,kopi-susu,18000,2,77691,78081,DONE
O-000539,Sutan Lurhur Suryatmi,warung-bu-ida,juice-alpukat,17000,2,53639,54999,DONE
O-000540,Dewi Uwais,kedai-kopi,roti-bakar,12000,2,71264,72059,DONE
O-000541,Prabawa Ramadan,bakso-pak-yon,bubur-ayam,11000,3,50732,51062,DONE
O-000542,Ghaliyati Hidayanto,bakso-pak-yon,roti-bakar,12000,2,65431,66661,DONE
O-000543,Yahya Maryadi,bakso-pak-yon,gorengan,6000,2,47219,48019,DONE
O-000544,Siska Gunawan,kantin-asrama,air-mineral,4000,2,47705,48930,DONE
O-000545,Nilam Pradipta,kedai-kopi,roti-bakar,12000,3,54262,,ANTRE
O-000546,Opung Yulianti,bakso-pak-yon,mie-goreng,13000,2,33743,35923,DONE
O-000547,"Legawa Mansur, M.Ak",bakso-pak-yon,bubur-ayam,11000,2,71436,73716,DONE
O-000548,Hj. Novi Napitupulu,bakso-pak-yon,sate-ayam,24000,2,32328,33183,DONE
O-000549,Tirtayasa Mandala,kantin-asrama,nasi-campur,20000,1,44764,45644,DONE
O-000550,"Malika Haryanto, S.Ked",kantin-asrama,bubur-ayam,11000,3,66740,68185,DONE
O-000551,Abyasa Nasyidah,kantin-pusat,mie-goreng,13000,2,63560,65215,DONE
O-000552,Irwan Oktaviani,kantin-pusat,gorengan,6000,3,40250,,ANTRE
O-000553,R.M. Cawuk Marbun,kantin-pusat,nasi-campur,20000,2,43915,,CANCEL
O-000554,Kasiran Gunawan,bakso-pak-yon,teh-tarik,9000,3,42849,43709,DONE
O-000555,Tira Budiman,kafe-teknik,nasi-campur,20000,1,25041,26946,DONE
O-000556,Laras Wacana,bakso-pak-yon,es-teh,5000,3,66156,67691,DONE
O-000557,"Dr. Alika Iswahyudi, M.Ak",kedai-kopi,nasi-campur,20000,2,59225,,ANTRE
O-000558,Halim Aryani,kantin-asrama,soto-ayam,14000,2,24004,25904,DONE
O-000559,"Puti Kartika Irawan, S.Sos",bakso-pak-yon,soto-ayam,14000,2,41119,42554,DONE
O-000560,Anita Lestari,kafe-teknik,juice-alpukat,17000,2,45648,46258,DONE
O-000561,"Estiono Mardhiyah, S.E.",kedai-kopi,nasi-campur,20000,2,71436,72961,DONE
O-000562,"Hj. Nadine Hutagalung, S.E.I",warung-bu-ida,ayam-bakar,22000,3,36500,38825,DONE
O-000563,Makuta Wibowo,kantin-pusat,ayam-geprek,19000,2,46625,48680,DONE
O-000564,"Tina Permata, S.Pd",kafe-teknik,teh-tarik,9000,2,64063,,ANTRE
O-000565,Nabila Januar,warung-bu-ida,kentang-goreng,14000,2,46483,46668,DONE
O-000566,Karna Damanik,kantin-pusat,juice-alpukat,17000,2,44904,45324,DONE
O-000567,Hasim Zulaika,kafe-teknik,kentang-goreng,14000,2,41386,43061,DONE
O-000568,T. Wage Hakim,warung-bu-ida,gorengan,6000,2,65764,67949,DONE
O-000569,"R. Samsul Rahayu, S.H.",bakso-pak-yon,es-campur,12000,3,48297,49002,DONE
O-000570,Abyasa Marbun,kantin-asrama,gado-gado,15000,2,73796,75191,DONE
O-000571,Satya Haryanto,kantin-asrama,gorengan,6000,2,36513,37048,DONE
O-000572,Argono Kuswoyo,kedai-kopi,pecel-lele,18000,3,32380,32605,DONE
O-000573,"Dt. Ganjaran Simanjuntak, S.Psi",warung-bu-ida,ayam-geprek,19000,2,37159,39274,DONE
O-000574,"Dr. Gaduh Tamba, S.T.",kantin-asrama,pecel-lele,18000,2,44055,45740,DONE
O-000575,Umar Rahimah,kantin-asrama,juice-alpukat,17000,3,48420,49205,DONE
O-000576,Ophelia Sirait,kantin-pusat,gado-gado,15000,3,62827,63802,DONE
O-000577,Maman Salahudin,kedai-kopi,soto-ayam,14000,2,28623,30438,DONE
O-000578,Kanda Maheswara,kantin-pusat,air-mineral,4000,2,48094,50059,DONE
O-000579,"Liman Haryanti, S.IP",kedai-kopi,pecel-lele,18000,1,43954,45709,DONE
O-000580,Putri Novitasari,bakso-pak-yon,iga-penyet,27000,2,41884,43344,DONE
